ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
53912_at	0.7064	0.31024608	-1.023347	-5.2283	-0.2374759	SNX11	sorting nexin 11
217262_s_at	0.7064	0.31028777	-1.023258	-5.2284	-0.5026839	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
205195_at	0.7064	0.31029209	-1.023249	-5.2284	-0.4977688	AP1S1	adaptor related protein complex 1 sigma 1 subunit
203658_at	0.7064	0.31030206	-1.023228	-5.2284	-0.2586018	SLC25A20	solute carrier family 25 member 20
216834_at	0.7065	0.31040908	1.022999	-5.2286	0.5718295	RGS1	regulator of G-protein signaling 1
212351_at	0.7065	0.31041253	-1.022992	-5.2286	-0.2470171	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
205660_at	0.7066	0.31050867	-1.022787	-5.2288	-0.2641223	OASL	2'-5'-oligoadenylate synthetase like
209107_x_at	0.7066	0.31052975	-1.022742	-5.2288	-0.2717518	NCOA1	nuclear receptor coactivator 1
221075_s_at	0.7066	0.31053169	-1.022738	-5.2288	-0.3125534	NCR2	natural cytotoxicity triggering receptor 2
219867_at	0.7068	0.31075561	-1.022261	-5.2293	-0.3409344	CHODL	chondrolectin
37012_at	0.7068	0.31076594	-1.022239	-5.2293	-0.276361	CAPZB	capping actin protein of muscle Z-line beta subunit
205516_x_at	0.7068	0.31076966	-1.022231	-5.2293	-0.3107029	CIZ1	CDKN1A interacting zinc finger protein 1
208505_s_at	0.7068	0.31078353	-1.022201	-5.2293	-0.3769059	FUT2	fucosyltransferase 2
203230_at	0.7068	0.3107955	1.022176	-5.2293	0.2313007	DVL1	dishevelled segment polarity protein 1
209284_s_at	0.707	0.31093223	-1.021884	-5.2296	-0.3144539	FAM208A	family with sequence similarity 208 member A
211476_at	0.707	0.31098059	1.021781	-5.2297	0.3667397	MYOZ2	myozenin 2
206268_at	0.707	0.31098334	-1.021775	-5.2297	-0.2615036	LEFTY1	left-right determination factor 1
207514_s_at	0.707	0.31100105	-1.021738	-5.2297	-0.273795	GNAT1	G protein subunit alpha transducin 1
208384_s_at	0.7072	0.31111211	-1.021501	-5.2299	-0.2275142	MID2	midline 2
219605_at	0.7074	0.31122721	1.021256	-5.2302	0.3300163	ZNF3	zinc finger protein 3
213600_at	0.7074	0.31128862	-1.021125	-5.2303	-0.4119767	SIPA1L3	signal induced proliferation associated 1 like 3
211554_s_at	0.7076	0.31141136	1.020864	-5.2305	0.3056995	APAF1	apoptotic peptidase activating factor 1
216194_s_at	0.7077	0.31145626	-1.020769	-5.2306	-0.2644783	TBCB	tubulin folding cofactor B
200786_at	0.7077	0.31151042	1.020653	-5.2307	0.2253597	PSMB7	proteasome subunit beta 7
209550_at	0.7078	0.31156941	-1.020528	-5.2308	-0.2590874	NDN	necdin, MAGE family member
205244_s_at	0.7078	0.31159769	-1.020468	-5.2309	-0.2162892	SLC13A3	solute carrier family 13 member 3
212257_s_at	0.7078	0.31170887	-1.020231	-5.2311	-0.3076449	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
214276_at	0.7078	0.31173504	-1.020176	-5.2311	-0.3074392	KLF12	Kruppel like factor 12
217541_x_at	0.7078	0.31177159	-1.020098	-5.2312	-0.2636099	ZNF816-ZNF321P///ZNF816	ZNF816-ZNF321P readthrough///zinc finger protein 816
221696_s_at	0.7078	0.31180529	-1.020026	-5.2313	-0.2723817	STYK1	serine/threonine/tyrosine kinase 1
218501_at	0.7078	0.31182247	1.01999	-5.2313	0.4234248	ARHGEF3	Rho guanine nucleotide exchange factor 3
219917_at	0.7078	0.31191976	-1.019783	-5.2315	-0.3158873	ZCCHC4	zinc finger CCHC-type containing 4
204204_at	0.7078	0.31192074	1.019781	-5.2315	0.3468215	SLC31A2	solute carrier family 31 member 2
214736_s_at	0.7078	0.31192079	-1.019781	-5.2315	-0.3559598	ADD1	adducin 1
202515_at	0.7078	0.31193627	-1.019748	-5.2315	-0.2716727	DLG1	discs large MAGUK scaffold protein 1
209259_s_at	0.7078	0.31196712	-1.019682	-5.2316	-0.3097607	SMC3	structural maintenance of chromosomes 3
218153_at	0.7078	0.31198407	-1.019646	-5.2316	-0.3055183	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
208056_s_at	0.7078	0.31201832	-1.019574	-5.2317	-0.3100016	CBFA2T3	CBFA2/RUNX1 translocation partner 3
220032_at	0.7078	0.31208462	-1.019433	-5.2318	-0.2412894	CPED1	cadherin like and PC-esterase domain containing 1
214880_x_at	0.7078	0.31212967	1.019337	-5.2319	0.3848275	CALD1	caldesmon 1
209047_at	0.7078	0.31215453	1.019284	-5.232	0.2555219	AQP1	aquaporin 1 (Colton blood group)
215898_at	0.7078	0.31217875	-1.019233	-5.232	-0.3594199	TTLL5	tubulin tyrosine ligase like 5
209174_s_at	0.7078	0.31218575	-1.019218	-5.232	-0.2565057	QRICH1	glutamine rich 1
203027_s_at	0.7078	0.31221124	-1.019164	-5.2321	-0.3498657	MVD	mevalonate diphosphate decarboxylase
217087_at	0.7078	0.3122415	-1.019099	-5.2321	-0.3361496	C1orf68	chromosome 1 open reading frame 68
217959_s_at	0.7078	0.31224463	1.019093	-5.2321	0.3210781	MIR3656///TRAPPC4	microRNA 3656///trafficking protein particle complex 4
201196_s_at	0.7079	0.31235747	1.018853	-5.2323	0.3210042	AMD1	adenosylmethionine decarboxylase 1
216400_at	0.7079	0.3124559	-1.018644	-5.2325	-0.3208281	LOC100510710///GBAP1	glucosylceramidase-like///glucosylceramidase beta pseudogene 1
215149_at	0.7079	0.31245836	-1.018639	-5.2325	-0.385122	AJAP1	adherens junctions associated protein 1
206492_at	0.7079	0.31247269	-1.018608	-5.2326	-0.4849635	FHIT	fragile histidine triad
202505_at	0.7079	0.31247309	-1.018608	-5.2326	-0.2478907	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
214386_at	0.7079	0.31248126	-1.01859	-5.2326	-0.2895049		
213414_s_at	0.7079	0.31251378	-1.018521	-5.2326	-0.242404	RPS19	ribosomal protein S19
205201_at	0.7079	0.31263154	-1.018271	-5.2329	-0.3107868	GLI3	GLI family zinc finger 3
203945_at	0.7079	0.31264698	-1.018238	-5.2329	-0.2278987	ARG2	arginase 2
214727_at	0.7079	0.31265828	-1.018214	-5.2329	-0.3819528	BRCA2	BRCA2, DNA repair associated
218659_at	0.7079	0.31266266	-1.018205	-5.2329	-0.3501444	ASXL2	additional sex combs like 2, transcriptional regulator
219276_x_at	0.7079	0.3126702	-1.018189	-5.2329	-0.3020463	CAAP1	caspase activity and apoptosis inhibitor 1
210888_s_at	0.7079	0.31271637	-1.018091	-5.233	-0.3551431	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1
202594_at	0.7081	0.31282684	1.017857	-5.2332	0.2933873	LEPROTL1	leptin receptor overlapping transcript-like 1
201638_s_at	0.7081	0.31287334	-1.017758	-5.2333	-0.3742542	CPSF1	cleavage and polyadenylation specific factor 1
201936_s_at	0.7081	0.31288585	-1.017732	-5.2334	-0.4517735	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
207509_s_at	0.7082	0.31294946	-1.017597	-5.2335	-0.2909809	LAIR2	leukocyte associated immunoglobulin like receptor 2
218265_at	0.7082	0.31303349	-1.017419	-5.2336	-0.2291179	SECISBP2	SECIS binding protein 2
210807_s_at	0.7082	0.31304618	-1.017392	-5.2337	-0.2373649	SLC16A7	solute carrier family 16 member 7
217983_s_at	0.7082	0.31306476	1.017352	-5.2337	0.384923	RNASET2	ribonuclease T2
211990_at	0.7082	0.31313255	1.017208	-5.2338	0.3039584	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
221650_s_at	0.7082	0.31313331	-1.017207	-5.2338	-0.3847944	LOC100996782///MED18	mediator of RNA polymerase II transcription subunit 18-like///mediator complex subunit 18
215327_at	0.7082	0.31324812	-1.016963	-5.2341	-0.2857411		
208591_s_at	0.7082	0.31324878	-1.016962	-5.2341	-0.2762898	PDE3B	phosphodiesterase 3B
207601_at	0.7082	0.3132495	-1.016961	-5.2341	-0.3119596	SULT1B1	sulfotransferase family 1B member 1
203183_s_at	0.7082	0.31325487	-1.016949	-5.2341	-0.284027	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
214400_at	0.7083	0.3132981	-1.016858	-5.2341	-0.3642532	INSL3	insulin like 3
203319_s_at	0.7084	0.31344704	-1.016542	-5.2344	-0.3625011	ZNF148	zinc finger protein 148
201282_at	0.7084	0.31351586	-1.016396	-5.2346	-0.3842153	OGDH	oxoglutarate dehydrogenase
202447_at	0.7084	0.31356007	1.016303	-5.2346	0.3573401	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial
206619_at	0.7084	0.31356581	-1.01629	-5.2347	-0.359233	DKK4	dickkopf WNT signaling pathway inhibitor 4
217000_at	0.7084	0.31357747	-1.016266	-5.2347	-0.3931937		
207044_at	0.7084	0.3135928	-1.016233	-5.2347	-0.2656785	THRB	thyroid hormone receptor beta
220926_s_at	0.7084	0.3136109	1.016195	-5.2347	0.437214	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
212129_at	0.7084	0.31364245	-1.016128	-5.2348	-0.2664573	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
209776_s_at	0.7084	0.31367698	-1.016055	-5.2349	-0.3734608	SLC19A1	solute carrier family 19 member 1
209227_at	0.7084	0.3137342	-1.015934	-5.235	-0.4011378	TUSC3	tumor suppressor candidate 3
214633_at	0.7084	0.31375343	-1.015893	-5.235	-0.3978311	SOX3	SRY-box 3
221412_at	0.7084	0.31376803	-1.015862	-5.235	-0.2982232	VN1R1	vomeronasal 1 receptor 1
215758_x_at	0.7084	0.31379683	-1.015801	-5.2351	-0.2874164	ZNF93	zinc finger protein 93
216344_at	0.7084	0.31380293	-1.015788	-5.2351	-0.3265382	NPHP4	nephronophthisis 4
207036_x_at	0.7084	0.31382467	-1.015742	-5.2352	-0.369839	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D
204573_at	0.7084	0.31388335	-1.015618	-5.2353	-0.2763184	CROT	carnitine O-octanoyltransferase
AFFX-HUMGAPDH/M33197_M_at	0.7084	0.31392982	-1.01552	-5.2354	-0.4873797	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
211514_at	0.7084	0.31394647	-1.015484	-5.2354	-0.4090089	DSTYK	dual serine/threonine and tyrosine protein kinase
203602_s_at	0.7084	0.31396418	-1.015447	-5.2354	-0.2475432	ZBTB17	zinc finger and BTB domain containing 17
218981_at	0.7084	0.31399838	1.015375	-5.2355	0.4366556	SDHAF3	succinate dehydrogenase complex assembly factor 3
40420_at	0.7086	0.31411673	-1.015124	-5.2357	-0.2662445	STK10	serine/threonine kinase 10
217210_at	0.7086	0.31414295	-1.015069	-5.2358	-0.492365		
217135_x_at	0.7086	0.31427773	-1.014784	-5.236	-0.3325075		
221634_at	0.7086	0.31432105	1.014692	-5.2361	0.4878099	RPL23AP7///CENPBD1P1	ribosomal protein L23a pseudogene 7///CENPB DNA-binding domains containing 1 pseudogene 1
203823_at	0.7086	0.31432684	-1.01468	-5.2361	-0.3396443	RGS3	regulator of G-protein signaling 3
205214_at	0.7086	0.31436135	1.014607	-5.2362	0.3987096	STK17B	serine/threonine kinase 17b
221069_s_at	0.7086	0.31436705	-1.014595	-5.2362	-0.2740587	TACO1	translational activator of cytochrome c oxidase I
212003_at	0.7086	0.31439049	-1.014545	-5.2362	-0.3959649	SZRD1	SUZ RNA binding domain containing 1
210677_at	0.7086	0.31439128	1.014544	-5.2362	0.2756457	SOAT2	sterol O-acyltransferase 2
218664_at	0.7086	0.31439914	1.014527	-5.2362	0.3836756	MECR	mitochondrial trans-2-enoyl-CoA reductase
219064_at	0.7086	0.31444442	-1.014431	-5.2363	-0.3636826	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
207123_s_at	0.7087	0.31452378	-1.014263	-5.2365	-0.4261778	MATN4	matrilin 4
219731_at	0.7087	0.31456615	1.014174	-5.2366	0.2611942	ENTPD1-AS1	ENTPD1 antisense RNA 1
210743_s_at	0.7088	0.31464938	-1.013998	-5.2367	-0.336762	CDC14A	cell division cycle 14A
221417_x_at	0.7088	0.3147143	-1.013861	-5.2368	-0.2281345	S1PR5	sphingosine-1-phosphate receptor 5
201542_at	0.7088	0.31474105	-1.013804	-5.2369	-0.2607577	SAR1A	secretion associated Ras related GTPase 1A
200643_at	0.7088	0.31476506	1.013754	-5.2369	0.4103956	HDLBP	high density lipoprotein binding protein
206109_at	0.7088	0.31477924	-1.013724	-5.237	-0.319717	FUT1	fucosyltransferase 1 (H blood group)
209717_at	0.7088	0.31478157	1.013719	-5.237	0.4691021	EVI5	ecotropic viral integration site 5
214694_at	0.7089	0.31485156	-1.013571	-5.2371	-0.2364714	MPRIP	myosin phosphatase Rho interacting protein
219364_at	0.7089	0.31493904	-1.013386	-5.2373	-0.2593944	DHX58	DEXH-box helicase 58
209098_s_at	0.7089	0.31499152	-1.013275	-5.2374	-0.4571397	JAG1	jagged 1
212546_s_at	0.7089	0.31500619	-1.013244	-5.2374	-0.3044906	FRYL	FRY like transcription coactivator
219388_at	0.7089	0.31506393	-1.013122	-5.2375	-0.2953357	GRHL2	grainyhead like transcription factor 2
203144_s_at	0.7089	0.31515743	-1.012925	-5.2377	-0.367449	KIAA0040	KIAA0040
205108_s_at	0.7089	0.31516995	-1.012899	-5.2377	-0.3477074	APOB	apolipoprotein B
207641_at	0.7089	0.315189	-1.012858	-5.2378	-0.286706	TNFRSF13B	TNF receptor superfamily member 13B
221872_at	0.7089	0.31519771	-1.01284	-5.2378	-0.4292208	RARRES1	retinoic acid receptor responder 1
208977_x_at	0.7089	0.31520446	1.012826	-5.2378	0.294015	TUBB4B	tubulin beta 4B class IVb
202756_s_at	0.7089	0.31527464	-1.012678	-5.2379	-0.2977518	GPC1	glypican 1
214884_at	0.7089	0.31527939	1.012668	-5.2379	0.3943934	MCF2	MCF.2 cell line derived transforming sequence
218834_s_at	0.7089	0.31528658	-1.012652	-5.2379	-0.3506114	TMEM132A	transmembrane protein 132A
200051_at	0.7089	0.31530503	-1.012613	-5.238	-0.2368615	SART1	squamous cell carcinoma antigen recognized by T-cells 1
221025_x_at	0.7089	0.3153141	-1.012594	-5.238	-0.4055478	PUS7L	pseudouridylate synthase 7 like
202242_at	0.709	0.31538581	1.012443	-5.2381	0.4941667	TSPAN7	tetraspanin 7
211989_at	0.709	0.31540165	-1.01241	-5.2382	-0.2591684	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
220093_at	0.709	0.31543133	1.012347	-5.2382	0.3892362	ANTXR1	anthrax toxin receptor 1
216849_at	0.7091	0.31555404	-1.012088	-5.2384	-0.2710735		
209895_at	0.7091	0.3155644	-1.012066	-5.2385	-0.3530686	PTPN11	protein tyrosine phosphatase, non-receptor type 11
206498_at	0.7091	0.31560482	1.011981	-5.2385	0.3483757	OCA2	OCA2 melanosomal transmembrane protein
206273_at	0.7093	0.31570318	-1.011774	-5.2387	-0.2562219	PRELID3A	PRELI domain containing 3A
203191_at	0.7095	0.3158661	-1.01143	-5.239	-0.3732155	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
215825_at	0.7095	0.31592139	-1.011314	-5.2391	-0.264023		
217424_at	0.7095	0.31592735	-1.011301	-5.2391	-0.3372763		
205477_s_at	0.7095	0.31607008	-1.011	-5.2394	-0.2620646	AMBP	alpha-1-microglobulin/bikunin precursor
209656_s_at	0.7095	0.31610035	-1.010937	-5.2395	-0.4151012	TMEM47	transmembrane protein 47
204698_at	0.7095	0.316121	-1.010893	-5.2395	-0.3799131	ISG20	interferon stimulated exonuclease gene 20
204532_x_at	0.7095	0.31612674	-1.010881	-5.2395	-0.2886057	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
215178_x_at	0.7095	0.3161381	-1.010857	-5.2395	-0.2440075	NAAA	N-acylethanolamine acid amidase
203102_s_at	0.7095	0.31618139	1.010766	-5.2396	0.335809	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
204327_s_at	0.7095	0.31618417	-1.01076	-5.2396	-0.2453818	ZNF202	zinc finger protein 202
211545_at	0.7095	0.31620264	-1.010721	-5.2397	-0.3125074	GHRHR	growth hormone releasing hormone receptor
219480_at	0.7095	0.31627105	1.010577	-5.2398	0.3748444	SNAI1	snail family transcriptional repressor 1
208796_s_at	0.7095	0.31635278	1.010405	-5.24	0.3241793	CCNG1	cyclin G1
207281_x_at	0.7095	0.31641782	1.010268	-5.2401	0.3083619	VCX2	variable charge, X-linked 2
218532_s_at	0.7095	0.31643298	-1.010236	-5.2401	-0.4340596	FAM134B	family with sequence similarity 134 member B
221182_at	0.7095	0.31647191	-1.010154	-5.2402	-0.4638051	MROH9	maestro heat like repeat family member 9
207230_at	0.7095	0.3164954	-1.010105	-5.2402	-0.3432196	CDON	cell adhesion associated, oncogene regulated
217946_s_at	0.7095	0.31649885	-1.010097	-5.2402	-0.2768982	SAE1	SUMO1 activating enzyme subunit 1
205061_s_at	0.7095	0.31651391	-1.010066	-5.2403	-0.2440887	EXOSC9	exosome component 9
220816_at	0.7095	0.31652429	-1.010044	-5.2403	-0.3060827	LPAR3	lysophosphatidic acid receptor 3
214734_at	0.7095	0.31657153	-1.009944	-5.2404	-0.2368976	EXPH5	exophilin 5
AFFX-r2-Ec-bioD-3_at	0.7095	0.31657453	-1.009938	-5.2404	-0.2174408		
217613_at	0.7095	0.31659155	-1.009902	-5.2404	-0.401055	TMEM144	transmembrane protein 144
221228_s_at	0.7095	0.31660315	-1.009878	-5.2404	-0.2645061		
204251_s_at	0.7095	0.31664967	-1.00978	-5.2405	-0.2696806	CEP164	centrosomal protein 164
217619_x_at	0.7095	0.31669077	-1.009694	-5.2406	-0.2462883		
218411_s_at	0.7095	0.31675538	1.009558	-5.2407	0.3092826	MBIP	MAP3K12 binding inhibitory protein 1
200020_at	0.7095	0.31680719	1.009449	-5.2408	0.2624928	TARDBP	TAR DNA binding protein
216810_at	0.7095	0.3168077	-1.009448	-5.2408	-0.3211843	KRTAP4-7	keratin associated protein 4-7
216129_at	0.7095	0.31688368	1.009288	-5.241	0.3713602	ATP9A	ATPase phospholipid transporting 9A (putative)
213769_at	0.7095	0.31694442	-1.00916	-5.2411	-0.3395968	KSR1	kinase suppressor of ras 1
206473_at	0.7095	0.31695803	-1.009131	-5.2411	-0.3205661	MBTPS2	membrane bound transcription factor peptidase, site 2
212427_at	0.7095	0.31704594	1.008947	-5.2413	0.343263	KIAA0368	KIAA0368
216377_x_at	0.7095	0.317046	-1.008946	-5.2413	-0.2190287	ALPPL2	alkaline phosphatase, placental like 2
204804_at	0.7095	0.31706956	-1.008897	-5.2413	-0.2503099	TRIM21	tripartite motif containing 21
207351_s_at	0.7095	0.31707479	-1.008886	-5.2413	-0.2591293	SH2D2A	SH2 domain containing 2A
209124_at	0.7095	0.31711738	-1.008796	-5.2414	-0.2614241	MYD88	myeloid differentiation primary response 88
211126_s_at	0.7095	0.31712447	-1.008781	-5.2414	-0.4159458	CSRP2	cysteine and glycine rich protein 2
202157_s_at	0.7095	0.31715266	-1.008722	-5.2415	-0.3073655	CELF2	CUGBP, Elav-like family member 2
214021_x_at	0.7095	0.31719895	-1.008625	-5.2415	-0.4313562	ITGB5	integrin subunit beta 5
205568_at	0.7095	0.31722619	-1.008568	-5.2416	-0.3548849	AQP9	aquaporin 9
207252_at	0.7095	0.31725794	-1.008501	-5.2417	-0.3022584	INE1	inactivation escape 1 (non-protein coding)
206813_at	0.7095	0.31727471	-1.008466	-5.2417	-0.3373103	CTF1	cardiotrophin 1
206399_x_at	0.7095	0.31727733	-1.00846	-5.2417	-0.2463334	LOC100507353///CACNA1A	uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
207957_s_at	0.7095	0.31729275	-1.008428	-5.2417	-0.4652205	PRKCB	protein kinase C beta
210138_at	0.7095	0.31729836	-1.008416	-5.2417	-0.4058982	RGS20	regulator of G-protein signaling 20
213949_s_at	0.7095	0.3172998	-1.008413	-5.2417	-0.3748432	DOHH	deoxyhypusine hydroxylase/monooxygenase
200815_s_at	0.7096	0.31736699	1.008272	-5.2419	0.267712	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
221414_s_at	0.7096	0.31742008	-1.00816	-5.242	-0.2931865	DEFB126	defensin beta 126
221875_x_at	0.7098	0.31753451	-1.00792	-5.2422	-0.3002245	HLA-F	major histocompatibility complex, class I, F
35156_at	0.7098	0.31755661	-1.007874	-5.2422	-0.3102938	R3HCC1	R3H domain and coiled-coil containing 1
204398_s_at	0.7098	0.31760472	-1.007772	-5.2423	-0.2478632	EML2	echinoderm microtubule associated protein like 2
208750_s_at	0.7098	0.31762848	-1.007723	-5.2424	-0.4644068	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
214042_s_at	0.7099	0.31772536	-1.007519	-5.2425	-0.2163791	RPL22	ribosomal protein L22
215198_s_at	0.7099	0.31773004	-1.007509	-5.2425	-0.356726	CALD1	caldesmon 1
205207_at	0.71	0.31783649	-1.007286	-5.2427	-0.2477421	IL6	interleukin 6
207518_at	0.71	0.31787654	-1.007202	-5.2428	-0.2903869	DGKE	diacylglycerol kinase epsilon
204221_x_at	0.71	0.31791474	1.007122	-5.2429	0.3811532	GLIPR1	GLI pathogenesis related 1
212071_s_at	0.71	0.31799213	-1.006959	-5.243	-0.382694	SPTBN1	spectrin beta, non-erythrocytic 1
209042_s_at	0.71	0.31800113	-1.00694	-5.2431	-0.2925147	UBE2G2	ubiquitin conjugating enzyme E2 G2
215809_at	0.71	0.31800289	-1.006937	-5.2431	-0.3275939	CYP2D6	cytochrome P450 family 2 subfamily D member 6
204825_at	0.71	0.31800298	-1.006937	-5.2431	-0.3309714	MELK	maternal embryonic leucine zipper kinase
205546_s_at	0.71	0.31800727	-1.006928	-5.2431	-0.3005895	TYK2	tyrosine kinase 2
216802_at	0.7101	0.31809517	-1.006743	-5.2432	-0.4274315		
216977_x_at	0.7101	0.31815459	1.006618	-5.2433	0.2604399	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
214929_s_at	0.7101	0.31816918	1.006588	-5.2434	0.4039635	KIAA1109	KIAA1109
221490_at	0.7101	0.31822275	1.006476	-5.2435	0.2665807	UBAP1	ubiquitin associated protein 1
215732_s_at	0.7101	0.3182294	-1.006462	-5.2435	-0.3265454	LOC102725292///DTX2	probable E3 ubiquitin-protein ligase DTX2-like///deltex E3 ubiquitin ligase 2
206429_at	0.7102	0.31830761	-1.006298	-5.2436	-0.4132246	F2RL1	F2R like trypsin receptor 1
212586_at	0.7102	0.31835396	1.0062	-5.2437	0.3517423	CAST	calpastatin
215746_at	0.7105	0.31848555	-1.005925	-5.244	-0.3673524		
201454_s_at	0.7105	0.31853324	-1.005825	-5.2441	-0.2458259	NPEPPS	aminopeptidase puromycin sensitive
212919_at	0.7107	0.31866105	-1.005557	-5.2443	-0.3599482	DCP2	decapping mRNA 2
AFFX-CreX-3_at	0.7107	0.31867703	-1.005523	-5.2443	-0.2243046		
218377_s_at	0.711	0.31883928	1.005183	-5.2446	0.4254555	RWDD2B	RWD domain containing 2B
53202_at	0.711	0.31886376	-1.005132	-5.2447	-0.3574637	C7orf25///PSMA2	chromosome 7 open reading frame 25///proteasome subunit alpha 2
217444_at	0.711	0.3189092	-1.005037	-5.2448	-0.2416706		
221874_at	0.7111	0.31900544	-1.004835	-5.2449	-0.2657757	KIAA1324	KIAA1324
213335_s_at	0.7111	0.31904864	-1.004745	-5.245	-0.3729771	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
